"№","Код","name","size","palletSize","weight","opt","price"
"695","З-01075","Тротуарная плитка ""Сиена"" Колормикс Terra 120х120х60","Поддон 120*80","660","1.6","10.81","12.43"
"","","Тротуарная плитка ""Сиена"" одноцветная","","","","",""
"696","З-01008","Тротуарная плитка ""Сиена"" серый 120х120х60","Поддон 120*80","660","1.6","7.21","8.289999999999999"
"697","З-01066","Тротуарная плитка ""Сиена"" Белый 120х120х60","Поддон 120*80","660","1.6","9.32","10.71"
"698","З-01067","Тротуарная плитка ""Сиена"" коричневый № 655 120х120х60","Поддон 120*80","660","1.6","7.77","8.93"
"699","З-01179","Тр. плитка ""Сиена"" оливковый 420 120х120х60","Поддон 120*80","660","1.6","7.77","8.93"
"700","З-01068","Тротуарная плитка ""Сиена"" элит (2% - 420) 120х120х60","Поддон 120*80","660","1.6","9.94","11.43"
"","","Тротуарная плитка ""Тревизо""","","","","",""
"","","Тротуарная плитка ""Тревизо"" без фаски","","","","",""
"","","Тротуарная плитка ""Тревизо"" без фаски Колормикс","","","","",""
"701","З-01044","Тротуарная плитка ""Тревизо"" без фаски Колормикс Blanco Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"702","З-01045","Тротуарная плитка ""Тревизо"" без фаски Колормикс Gold Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"703","З-01046","Тротуарная плитка ""Тревизо"" без фаски Колормикс Night Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"704","З-01047","Тротуарная плитка ""Тревизо"" без фаски Колормикс Rio Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"705","З-01048","Тротуарная плитка ""Тревизо"" без фаски Колормикс Silver Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"706","З-01049","Тротуарная плитка ""Тревизо"" без фаски Колормикс Sunset Ком-т:(500х170х60; 250х170х60; 400х130х60 ;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"707","З-01050","Тротуарная плитка ""Тревизо"" без фаски Колормикс Terra Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"","","Тротуарная плитка ""Тревизо"" без фаски одноцветная","","","","",""
"708","З-01051","_Тротуарная плитка ""Тревизо"" без фаски серый Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","127.95","147.07"
"709","З-01052","Тротуарная плитка ""Тревизо"" без фаски бежевый № 960 Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","138.14","158.78"
"710","З-01053","Тротуарная плитка ""Тревизо"" без фаски Белый Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","163.42","187.84"
"711","З-01054","Тротуарная плитка ""Тревизо"" без фаски элит (2% - 420) Ком-т:(500х170х60; 250х170х60; 400х130х60; 350х130х60) S-0.225м.кв.","Поддон 120*80","44"," ","176.74","203.15"
"","","Тротуарная плитка ""Тревизо"" с фаской","","","","",""
"","","Тротуарная плитка ""Тревизо"" с фаской Колормикс","","","","",""
"712","З-01055","Тр. плитка ""Тревизо"" с фаской Колормикс Blanco Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"713","З-01056","Тр. плитка ""Тревизо"" с фаской Колормикс Gold Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"714","З-01057","Тр. плитка ""Тревизо"" с фаской Колормикс Night Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"715","З-01058","Тр. плитка ""Тревизо"" с фаской Колормикс Rio Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"716","З-01063","Тр. плитка ""Тревизо"" с фаской Колормикс Silver Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"717","З-01064","Тр. плитка ""Тревизо"" с фаской Колормикс Sunset Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"718","З-01065","Тр. плитка ""Тревизо"" с фаской Колормикс Terra Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","194.38","223.42"
"","","Тротуарная плитка ""Тревизо"" с фаской одноцветная","","","","",""
"719","З-01061","Тр. плитка ""Тревизо"" с фаской Белый Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","163.42","187.84"
"720","З-01060","Тр. плитка ""Тревизо"" с фаской коричневый № 655 Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","138.14","158.78"
"721","З-01059","Тр. плитка ""Тревизо"" с фаской серый Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","127.95","147.07"
"722","З-01062","Тр. плитка ""Тревизо"" с фаской элит (2% - 503) Ком-т:(500х170;250х170;400х130;350х130) S-0.225м.кв.","Поддон 120*80","44"," ","176.74","203.15"
"","","10. Патио","","","","",""
"","","_Барбекю  PATIO","","","","",""
"770","З-00622","Барбекю ""Grande"" Blanco"," "," ","4000","121550","143000"
"771","З-00623","Барбекю ""Grande"" Rio"," "," ","4000","121550","143000"
"772","З-00621","Барбекю ""Hogar"" Blanco"," "," ","2400","78540","92400"
"773","З-00624","Барбекю ""Hogar"" Rio"," "," ","2400","78540","92400"
"774","З-00821","Барбекю ""Massima"" Blanco"," "," ","6500","138380","162800"
"775","З-00822","Барбекю ""Massima"" Rio"," "," ","6500","138380","162800"
"776","З-00641","Барбекю ""Pasion"" Blanco"," "," ","3300","100980","118800"
"777","З-00640","Барбекю ""Pasion"" Rio"," "," ","3300","100980","118800"
"778","З-00643","Барбекю ""Sabroso"" Blanko"," "," ","3800","102850","121000"
"779","З-00642","Барбекю ""Sabroso"" Rio"," "," ","3800","102850","121000"
"","","_Барные стойки PATIO","","","","",""
"780","З-00601","Барная стойка ""Fiesta"" Blanco"," "," ","2600","42075","49500"
"781","З-00602","Барная стойка ""Fiesta"" Rio"," "," ","2600","42075","49500"
"782","З-00645","Барная стойка ""Verano""  Rio"," "," ","2300","46750","55000"
"783","З-00644","Барная стойка ""Verano"" Blanco"," "," ","2300","46750","55000"
"","","_Диваны PATIO","","","","",""
"784","З-00604","Диван ""Siesta"" Blanco"," "," ","2100","29920","35200"
"785","З-00605","Диван ""Siesta"" Rio"," "," ","2100","29920","35200"
"786","З-00607","Диван угловой ""Grande"" Blanco"," "," ","3100","43010","50600"
"787","З-00606","Диван угловой ""Grande"" Rio"," "," ","3100","43010","50600"
"","","_Камины PATIO","","","","",""
"788","З-00590","Камин ""Patio Calor"" Blanco"," "," ","2400","58905","69300"
"789","З-00589","Камин ""Patio Calor"" Rio"," "," ","2400","58905","69300"
"790","З-00515","Камин ""Patio Grande"" Blanco"," "," ","7100","121550","143000"
"791","З-00587","Камин ""Patio Grande"" Rio"," "," ","7100","121550","143000"
"792","З-00591","Камин ""Patio Milagro"" Blanco"," "," ","2305","63580","74800"
"793","З-00592","Камин ""Patio Milagro"" Rio"," "," ","2305","63580","74800"
"","","_Кострища  PATIO","","","","",""
"794","З-00616","Кострище ""Plaza"" Blanco"," "," ","350","16830","19800"
"795","З-00618","Кострище ""Plaza"" Rio"," "," ","350","16830","19800"
"796","З-00619","Кострище ""Roca"" Blanco"," "," ","450","16830","19800"
"797","З-00617","Кострище ""Roca"" Rio"," "," ","450","16830","19800"
"","","_Мангалы PATIO","","","","",""
"798","З-00647","Мангал ""Belleza""  Rio"," "," ","2700","58905","69300"
"799","З-00646","Мангал ""Belleza"" Blanco"," "," ","2700","58905","69300"
"800","З-00901","Мангал ""Comodo"" РД Rio"," "," ","700","30600","21500"
"801","З-00596","Мангал ""Estilo"" Blanco"," "," ","700","28050","33000"
"802","З-00597","Мангал ""Estilo"" Rio"," "," ","700","28050","33000"
"803","З-00595","Мангал ""Familia"" Blanco"," "," ","2300","58905","69300"
"804","З-00594","Мангал ""Familia"" Rio"," "," ","2300","28050","69300"
"805","З-00599","Мангал ""Fuego"" Blanco"," "," ","700","28050","33000"
"806","З-00598","Мангал ""Fuego"" Rio"," "," ","700","28050","33000"
"","","_Нестандартное изделие ""Патио""","","","","",""
"807","З-00959","Нестандартное изделие ""Патио"" Blanco"," "," "," "," "," "
"808","З-00978","Нестандартное изделие ""Патио"" Blanco Rio"," "," "," "," "," "
"","","_Стены и столбы PATIO","","","","",""
"809","З-00498","Садовый парапет Blanco"," "," ","200","2805","3300"
"810","З-00499","Садовый парапет Rio"," "," ","200","2805","3300"
"811","З-00651","Садовый парапет с крышкой Blanco"," "," ","250","3060","3600"
"812","З-00652","Садовый парапет с крышкой Rio"," "," ","250","3060","3600"
"813","З-00653","Садовый парапет с просветом Blanco"," "," ","200","2550","3000"
"814","З-00654","Садовый парапет с просветом Rio"," "," ","200","2550","3000"
"815","З-00502","Садовый светильник Blanco"," "," ","500","6715","7900"
"816","З-00506","Садовый светильник Rio"," "," ","500","6715","7900"
"817","З-00492","Садовый столбик Blanco"," "," ","400","4165","4900"
"818","З-00495","Садовый столбик Rio"," "," ","400","4165","4900"
"819","З-00655","Столб ограждения Blanco"," "," ","600","6120","7200"
"820","З-00941","Столб ограждения Gray"," "," ","600","5100","6000"
"821","З-00909","Столб ограждения Rio"," "," ","600","6120","7200"
"822","З-00898","Столб светильник Blanco"," "," ","500","7947.5","9350"
"823","З-00910","Столб светильник Rio"," "," ","500","7947.5","9350"
"","","_Столы PATIO","","","","",""
"824","З-00614","Стол барный ""Arte"" Blanco"," "," ","600","9350","11000"
"825","З-00613","Стол барный ""Arte"" Rio"," "," ","600","9350","11000"
"826","З-00611","Стол обеденный ""Lujo"" Blanco"," "," ","1000","14025","16500"
"827","З-00612","Стол обеденный ""Lujo"" Rio"," "," ","1000","14025","16500"
"828","З-00609","Стол обеденный ""Magia"" Blanco"," "," ","1000","14025","16500"
"829","З-00610","Стол обеденный ""Magia"" Rio"," "," ","1000","14025","16500"
"","","A-камень 10 х 10 х 20","","","","",""
"830","З-00881","_А-камень 10 х 10 х 20  Gray"," ","432","3.8","23.49","27"
"831","З-00370","А-камень 10 х 10 х 20  Rio"," ","432","3.8","30.45","35"
"832","З-00359","А-камень 10 х 10 х 20 Blanco"," ","432","3.8","33.06","38"
"","","B-камень 10 х 20 х 20","","","","",""
"833","З-00882","_B-Камень 10 х 20 х 20  Gray"," ","216","7.5","46.98","54"
"834","З-00511","B-Камень 10 х 20 х 20 Blanko"," ","216","7.5","66.12","76"
"835","З-00512","B-Камень 10 х 20 х 20 Rio"," ","216","7.5","60.9","70"
"","","C-камень 10 х 10 х 30","","","","",""
"836","З-00883","_C-Камень 10 х 10 х 30  Gray"," ","288","5.55","35.67","41"
"837","З-00525","C-Камень 10 х 10 х 30 Blanko"," ","288","5.55","49.59","57"
"838","З-00526","C-Камень 10 х 10 х 30 Rio"," ","288","5.55","49.59","53"
"","","D-камень 10 х 20 х 30","","","","",""
"839","З-00884","_D-камень 10 х 20 х 30   Gray"," ","144","11","71.34","82"
"840","З-00522","D-камень 10 х 20 х 30  Rio"," ","144","11","92.22","106"
"841","З-00523","D-камень 10 х 20 х 30 Blanco"," ","144","11","100.05","115"
"","","E-камень 100 х 124/192 х 192","","","","",""
"842","З-00528","Е-камень 100 х 124/192 х 192  Rio"," "," "," ","94.83","108"
"843","З-00529","Е-камень 100 х 124/192 х 192 Blanco"," "," "," ","115.71","133"
"","","F-камень 10 х 10 х 10 колотый","","","","",""
"844","З-00913","_F-камень 10 х 10 х 10 колотый  Gray"," ","864","1.9","12.18","14"
"845","З-00915","F-камень 10 х 10 х 10 колотый   Blanco"," ","864","1.9","20.01","23"
"846","З-00914","F-камень 10 х 10 х 10 колотый   Rio"," ","864","4","15.66","18"
"","","Бетонные столешницы PATIO","","","","",""
"847","З-00530","К 1 - крышка-столешница 15 х 30 х 5"," "," "," ","304.5","350"
"848","З-00537","К 2 - крышка-столешница 35 х 50 х 5"," "," "," ","852.6","980"
"849","З-00557","К 3 - крышка-столешница 40 х 50 х 5"," "," "," ","983.1","1130"
"850","З-00531","К 4 - крышка-столешница 45 х 60 х 5"," "," "," ","1374.6","1580"
"851","З-00538","К 5 - крышка-столешница 35 х 90 х 5"," "," "," ","1609.5","1850"
"852","З-00534","К 6 - крышка-столешница 50 х 70 х 5"," "," "," ","1783.5","2050"
"853","З-00535","К 7 - крышка-столешница 60 х 60 х 5"," "," "," ","1800.9","2070"
"854","З-00532","К 8 - крышка-столешница 45 х 110 х 5"," "," "," ","2740.5","3150"
"855","З-00540","К 9 - крышка-столешница 55 х 80 х 5"," "," "," ","2479.5","2850"
"856","З-00536","К10 - крышка-столешница 70 х 70 х 5"," "," "," ","2610","3000"
"857","З-00533","К11 - крышка-столешница 45 х 110 х 5"," "," "," ","2740.5","3150"
"858","З-00541","К12 - крышка-столешница 55 х 100 х 5"," "," "," ","2697","3100"
"859","З-00543","К13 - крышка-столешница 70 х 100 х 5"," "," "," ","3279.9","3770"
"860","З-00542","К14 - крышка-столешница 60 х 120 х 5"," "," "," ","3540.9","4070"
"861","З-00539","К15 - крышка-столешница 85 х 90 х 5"," "," "," ","3784.5","4350"
"862","З-00897","К21 - крышка-столешница 1700 х 600 х 6"," "," "," ","3915","4500"
"","","Деревянная вставка","","","","",""
"863","З-00648","ДВ 1 л - деревянная вставка левая (275*575*22)"," "," "," "," ","1490"
"864","З-00573","ДВ 1 п - деревянная вставка правая (275 х 575 х 22)"," "," "," "," ","1490"
"865","З-00558","ДВ 2 п - деревянная вставка правая (375 х 542 х 22)"," "," "," "," "," "
"866","З-00580","ДВ 3 л - деревянная вставка левая (475 х 542 х 22)"," "," "," "," ","1940"
"867","З-00579","ДВ 3 п - деревянная вставка правая (475 х 542 х 22)"," "," "," "," ","1940"
"","","Именной камень PATIO","","","","",""
"868","З-00887","Именной камень PATIO  Gray"," "," "," ","23.49","27"
"869","З-00517","Именной камень PATIO Blanco"," "," "," ","33.06","38"
"870","З-00518","Именной камень PATIO Rio"," "," "," ","30.45","35"
